"nuclide","independent age uncertainty","elevation","id","density","independent age","default sea level pressure","thickness","longitude","latitude","shielding factor","cosmogenic inventory uncertainty","default lapse rate","default sea level temperature","cosmogenic inventory"
21Ne,100.0,3556.0,W86-8,2.6,13000.0,1041.0,1e-05,241.23,37.419,1.0,660000.0,6.6,22.0,2330000.0
21Ne,100.0,2452.0,W86-12,2.6,13000.0,1041.0,1e-05,239.8,38.871,1.0,470000.0,6.5,21.0,1780000.0
