-178.8,-176.3,-173.7,-171.2,-168.7,-166.2,-163.8,-161.3,-158.8,-156.3,-153.8,-151.3,-148.8,-146.3,-143.8,-141.3,-138.8,-136.3,-133.8,-131.3,-128.8,-126.2,-123.8,-121.3,-118.8,-116.3,-113.8,-111.3,-108.8,-106.3,-103.8,-101.3,-98.7,-96.2,-93.8,-91.3,-88.8,-86.3,-83.8,-81.3,-78.7,-76.2,-73.8,-71.3,-68.8,-66.3,-63.7,-61.2,-58.7,-56.2,-53.8,-51.3,-48.8,-46.3,-43.8,-41.3,-38.8,-36.3,-33.8,-31.3,-28.8,-26.3,-23.7,-21.2,-18.8,-16.3,-13.8,-11.3,-8.8,-6.3,-3.8,-1.3,1.3,3.8,6.3,8.8,11.2,13.7,16.3,18.8,21.2,23.7,26.3,28.8,31.3,33.8,36.3,38.8,41.3,43.8,46.2,48.7,51.2,53.7,56.3,58.8,61.3,63.8,66.2,68.7,71.3,73.8,76.3,78.8,81.3,83.8,86.2,88.7,91.3,93.8,96.3,98.8,101.3,103.8,106.3,108.8,111.3,113.8,116.2,118.7,121.2,123.7,126.3,128.8,131.3,133.8,136.3,138.8,141.3,143.8,146.3,148.8,151.3,153.8,156.2,158.7,161.2,163.7,166.3,168.8,171.3,173.8,176.3,178.8
88.75,1600,1600,1592.8,1592.8,1580.7,1580.7,1567.3,1567.3,1557.5,1557.5,1552.9,1552.9,1552.1,1552.1,1552.6,1552.6,1552.9,1552.9,1552.3,1552.3,1549.7,1549.7,1545.4,1545.4,1541.2,1541.2,1539.5,1539.5,1541.6,1541.6,1547.9,1547.9,1557.9,1557.9,1571.8,1571.8,1587.1,1587.1,1592.4,1592.4,1583.9,1583.9,1572.5,1572.5,1563.9,1563.9,1557.7,1557.7,1553.2,1553.2,1550.2,1550.2,1551.5,1551.5,1557.4,1557.4,1560.6,1560.6,1559.3,1559.3,1554.6,1554.6,1545.2,1545.2,1528.9,1528.9,1510.8,1510.8,1500,1500,1502.4,1502.4,1510.9,1510.9,1517.8,1517.8,1520.4,1520.4,1519.5,1519.5,1521,1521,1530,1530,1542.2,1542.2,1552.1,1552.1,1559.1,1559.1,1562.7,1562.7,1562,1562,1557.1,1557.1,1551.1,1551.1,1546.9,1546.9,1547.7,1547.7,1557.8,1557.8,1582,1582,1612.2,1612.2,1625.3,1625.3,1617.5,1617.5,1604.6,1604.6,1590.7,1590.7,1575.8,1575.8,1565.7,1565.7,1563.3,1563.3,1566.5,1566.5,1573.3,1573.3,1582.4,1582.4,1592.1,1592.1,1599.4,1599.4,1602.2,1602.2,1601.1,1601.1,1599.3,1599.3,1599.1,1599.1,1600.6,1600.6,1601.9,1601.9
86.25,1602.1,1597.7,1597.7,1587.1,1587.1,1572.7,1572.7,1559.8,1559.8,1552.7,1552.7,1550.9,1550.9,1551.3,1551.3,1552,1552,1552.2,1552.2,1551.3,1551.3,1548,1548,1543.4,1543.4,1540,1540,1540.1,1540.1,1544.2,1544.2,1552.8,1552.8,1564.9,1564.9,1581.6,1581.6,1596,1596,1592,1592,1579.1,1579.1,1567.7,1567.7,1559.7,1559.7,1554.7,1554.7,1550.6,1550.6,1548,1548,1552.8,1552.8,1559.5,1559.5,1559.7,1559.7,1556.9,1556.9,1549.7,1549.7,1535.1,1535.1,1515.5,1515.5,1499.5,1499.5,1499.3,1499.3,1500.9,1500.9,1511.8,1511.8,1517,1517,1517.8,1517.8,1516.8,1516.8,1523.6,1523.6,1537.5,1537.5,1549.3,1549.3,1557.8,1557.8,1562.9,1562.9,1564.2,1564.2,1561,1561,1554.5,1554.5,1548.6,1548.6,1545.8,1545.8,1549.7,1549.7,1566.1,1566.1,1598.7,1598.7,1628.6,1628.6,1626.9,1626.9,1612.8,1612.8,1600.7,1600.7,1584.7,1584.7,1569.1,1569.1,1562.8,1562.8,1563.7,1563.7,1568.9,1568.9,1577.4,1577.4,1587.9,1587.9,1597.5,1597.5,1602.4,1602.4,1602.1,1602.1,1599.5,1599.5,1598.1,1598.1,1599.2,1599.2,1601.5,1601.5,1602.1
83.75,1603.3,1603.3,1594.3,1594.3,1579.3,1579.3,1564,1564,1554.2,1554.2,1551.2,1551.2,1551.6,1551.6,1552.8,1552.8,1553.7,1553.7,1554.2,1554.2,1553.3,1553.3,1549.6,1549.6,1544.4,1544.4,1542.2,1542.2,1545.3,1545.3,1552,1552,1566.5,1566.5,1579.8,1579.8,1543.1,1543.1,1552.1,1552.1,1588.2,1588.2,1573.4,1573.4,1564.4,1564.4,1558.4,1558.4,1553.6,1553.6,1550.2,1550.2,1547.3,1547.3,1541,1541,1563.5,1563.5,1560.6,1560.6,1557.3,1557.3,1549.3,1549.3,1535,1535,1510.1,1510.1,1487.5,1487.5,1481.2,1481.2,1489.1,1489.1,1498.7,1498.7,1507.2,1507.2,1506.5,1506.5,1511.3,1511.3,1523,1523,1543.1,1543.1,1555.9,1555.9,1565,1565,1569.8,1569.8,1569.6,1569.6,1562.9,1562.9,1555.2,1555.2,1547.8,1547.8,1546,1546,1555.3,1555.3,1584.8,1584.8,1634,1634,1654.5,1654.5,1622.6,1622.6,1610.6,1610.6,1599.2,1599.2,1572,1572,1561.7,1561.7,1563.7,1563.7,1569.8,1569.8,1578.8,1578.8,1589.8,1589.8,1600.6,1600.6,1606.8,1606.8,1606,1606,1601.5,1601.5,1598.9,1598.9,1599.7,1599.7,1602.8,1602.8,1605.3,1605.3
81.25,1609.6,1601.9,1601.9,1584.7,1584.7,1565.1,1565.1,1551.8,1551.8,1548.5,1548.5,1550.1,1550.1,1552.4,1552.4,1554.1,1554.1,1555.7,1555.7,1558.2,1558.2,1557.9,1557.9,1552,1552,1546.6,1546.6,1548.3,1548.3,1557.7,1557.7,1565.1,1565.1,1541.9,1541.9,1542.3,1542.3,1539.9,1539.9,1565.2,1565.2,1572,1572,1565.5,1565.5,1554.1,1554.1,1552.3,1552.3,1547.1,1547.1,1545.2,1545.2,1551.4,1551.4,1545.7,1545.7,1558.9,1558.9,1556.9,1556.9,1551.7,1551.7,1541.7,1541.7,1510.9,1510.9,1470.9,1470.9,1439.5,1439.5,1435.3,1435.3,1412.3,1412.3,1414.8,1414.8,1333.2,1333.2,1317.4,1317.4,1476.8,1476.8,1531.3,1531.3,1555.1,1555.1,1556.2,1556.2,1536.5,1536.5,1540.6,1540.6,1554.7,1554.7,1543.5,1543.5,1554.1,1554.1,1543.3,1543.3,1546.5,1546.5,1565.5,1565.5,1620.7,1620.7,1699.1,1699.1,1517.1,1517.1,1616,1616,1619,1619,1594.2,1594.2,1557.1,1557.1,1561,1561,1570.3,1570.3,1582.4,1582.4,1595,1595,1606.5,1606.5,1616,1616,1614.9,1614.9,1604.9,1604.9,1598.6,1598.6,1598.8,1598.8,1603,1603,1608.4,1608.4,1609.6
78.75,1616.5,1616.5,1597.6,1597.6,1569.5,1569.5,1549,1549,1544.7,1544.7,1548.1,1548.1,1553.2,1553.2,1556.5,1556.5,1558.7,1558.7,1562.8,1562.8,1572.8,1572.8,1571.5,1571.5,1559.3,1559.3,1559.4,1559.4,1567.3,1567.3,1585.2,1585.2,1582,1582,1536.6,1536.6,1526.1,1526.1,1510.7,1510.7,1554.6,1554.6,1516.4,1516.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1468.4,1468.4,1421.3,1421.3,1245.1,1245.1,1133,1133,1111.7,1111.7,1144.5,1144.5,1260.5,1260.5,1347.8,1347.8,1414.1,1414.1,1495.5,1495.5,1527.6,1527.6,1470.1,1470.1,1462.3,1462.3,1471.6,1471.6,1494.6,1494.6,1511.5,1511.5,1520.5,1520.5,1517,1517,1541.2,1541.2,1557,1557,1672.9,1672.9,1580.7,1580.7,1540.7,1540.7,1530.1,1530.1,1504.5,1504.5,1562.2,1562.2,1553.5,1553.5,1569.6,1569.6,1587.6,1587.6,1608.3,1608.3,1619.7,1619.7,1630.3,1630.3,1638.6,1638.6,1618.2,1618.2,1600.9,1600.9,1598.3,1598.3,1602.8,1602.8,1611.1,1611.1,1618.8,1618.8
76.25,1635.1,1619.1,1619.1,1588.2,1588.2,1553.1,1553.1,1536.8,1536.8,1543.1,1543.1,1549.8,1549.8,1559.4,1559.4,1560.9,1560.9,1564.6,1564.6,1577.6,1577.6,1445.8,1445.8,1433.1,1433.1,1603.6,1603.6,1591.7,1591.7,1602.1,1602.1,1520.8,1520.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1474.2,1474.2,1448.6,1448.6,1395.8,1395.8,1166,1166,640.32,640.32,622.06,622.06,593.4,593.4,905.1,905.1,1086.9,1086.9,1167.7,1167.7,1252.8,1252.8,1267.8,1267.8,1308.4,1308.4,1340.4,1340.4,1376.3,1376.3,1369.4,1369.4,1430.8,1430.8,1452.2,1452.2,1424.5,1424.5,1458.2,1458.2,1498.6,1498.6,1346.1,1346.1,1563.1,1563.1,1575.9,1575.9,NaN,NaN,NaN,NaN,1487.4,1487.4,1522.3,1522.3,1553.9,1553.9,1588.5,1588.5,1606.6,1606.6,1631.3,1631.3,1634.1,1634.1,1671.1,1671.1,1658.6,1658.6,1608.6,1608.6,1597.6,1597.6,1599.6,1599.6,1609.2,1609.2,1623.4,1623.4,1635.1
73.75,1653.2,1653.2,1622.6,1622.6,1602,1602,1524.7,1524.7,1535.2,1535.2,1541.6,1541.6,1553.3,1553.3,1568,1568,1566.7,1566.7,1574.2,1574.2,1451.6,1451.6,1391.8,1391.8,1403.4,1403.4,1491,1491,1543.1,1543.1,1597.2,1597.2,1441.6,1441.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1218.6,1218.6,1206.3,1206.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1557.2,1557.2,1509.5,1509.5,1216.2,1216.2,985.4,985.4,798.85,798.85,607.07,607.07,582.5,582.5,573.92,573.92,579.17,579.17,610.08,610.08,703.57,703.57,810.12,810.12,927.04,927.04,944.39,944.39,1217.7,1217.7,1371.8,1371.8,1327.3,1327.3,1424.6,1424.6,1287.8,1287.8,1239.1,1239.1,1419.6,1419.6,1309.7,1309.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1302.7,1302.7,1323.1,1323.1,1526,1526,1545,1545,1542,1542,1592.7,1592.7,1616.5,1616.5,1626.7,1626.7,1600.8,1600.8,1596.2,1596.2,1601.4,1601.4,1615.4,1615.4,1637.3,1637.3
71.25,1693.2,1613.4,1613.4,1581.7,1581.7,1510.2,1510.2,1501.1,1501.1,1505,1505,1530.2,1530.2,1578.4,1578.4,1550.1,1550.1,1563.5,1563.5,1484,1484,1434.6,1434.6,NaN,NaN,NaN,NaN,NaN,NaN,1534.1,1534.1,1440.5,1440.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1072.8,1072.8,1118.1,1118.1,1106.7,1106.7,1162.7,1162.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1560.9,1560.9,1387.1,1387.1,1187.5,1187.5,821.29,821.29,636.91,636.91,609.64,609.64,585.11,585.11,573.14,573.14,575.23,575.23,584.51,584.51,585.93,585.93,667.25,667.25,727.61,727.61,661.65,661.65,830.82,830.82,1267,1267,1310.1,1310.1,1345.2,1345.2,1305,1305,1248,1248,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1531,1531,NaN,NaN,NaN,NaN,1617.3,1617.3,1587,1587,1578.4,1578.4,1589.7,1589.7,1595,1595,1607.2,1607.2,1693.2
68.75,1586.1,1586.1,1568.4,1568.4,1612.9,1612.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1501.9,1501.9,1470.3,1470.3,1463.1,1463.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1081.3,1081.3,1136.8,1136.8,1096.8,1096.8,1155.6,1155.6,1261.2,1261.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1600.9,1600.9,1256.7,1256.7,821.84,821.84,750.67,750.67,629.35,629.35,594.33,594.33,559.29,559.29,604.35,604.35,589.56,589.56,1178,1178,NaN,NaN,NaN,NaN,1191.9,1191.9,1092.4,1092.4,699.32,699.32,1253.8,1253.8,1284,1284,1239.3,1239.3,1288.5,1288.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
