22.5,27.5,32.5,37.5,42.5,47.5,52.5,57.5,62.5,67.5,72.5,77.5,82.5,87.5,92.5,97.5,102.5,107.5,112.5,117.5,122.5,127.5,132.5,137.5,142.5,147.5,152.5,157.5,162.5,167.5,172.5,177.5,182.5,187.5,192.5,197.5,202.5,207.5,212.5,217.5,222.5,227.5,232.5,237.5,242.5,247.5,252.5,257.5,262.5,267.5,272.5,277.5,282.5,287.5,292.5,297.5,302.5,307.5,312.5,317.5,322.5,327.5,332.5,337.5,342.5,347.5,352.5,357.5,362.5,367.5,372.5,377.5,382.5,387.5,392.5,397.5,402.5,407.5,412.5
0,821.6495,1161.6625,1549.3245,1986.6995,2344.2985,2775.0095,3299.6295,3891.6795,4426.3895,5003.494500000001,5534.4795,6039.079500000001,6624.2345000000005,7126.779500000001,7676.289500000001,8305.7895,8859.1195,9509.7495,10234.2245,10979.9445,11889.4395,12840.104500000001,13731.6195,14836.2095,15386.0645,15874.9895,16400.9245,17024.3845,17658.7245,18207.1995,18819.9645,19457.7345,20055.3645,20612.1395,21208.3895,21712.8295,22257.7195,22728.387,23171.3825,23651.1765,24168.4965,24712.0465,25261.1565,25708.444,26104.3085,26530.638,26993.0045,27535.194499999998,28116.2545,28567.875,28908.913,29309.894,29757.2195,30260.1745,30772.2945,31317.7345,31868.0795,32383.0745,32990.1095,33383.3035,33845.694,34317.389500000005,34801.014,35271.780000000006,35629.5235,36032.677,36531.7035,37073.2085,37571.2425,38158.7825,38498.2835,38852.278,39253.68,39688.6545,40179.4745,40696.2045,41205.2495,41805.2295
0,944.3204999999999,1027.9275,1274.9855,1579.0935,1984.6979999999999,2354.6105,2886.1955,3183.124,5590.898999999999,6164.8589999999995,6567.1945,7160.304499999999,7745.459499999999,8216.973499999998,8770.893499999998,9240.226999999999,10265.946999999998,11198.111999999997,13104.741999999998,14692.231999999998,15347.901999999998,16021.001999999999,17482.387,18856.721999999998,19844.701999999997,20308.506499999996,20403.396499999995,20425.404899999994,21125.229899999995,21568.825899999996,22880.050899999995,23764.430899999996,24239.965399999997,25018.3654,25045.644,25776.474000000002,26781.029000000002,26849.389000000003,26926.303000000004,27435.523000000005,27644.633500000004,28087.496500000005,28652.326500000003,29029.633500000004,29500.825000000004,29734.310000000005,30361.580000000005,30514.139000000006,30921.126500000006,31361.195000000007,31739.22850000001,32135.146000000008,32795.94600000001,33225.75000000001,33838.280000000006,34354.90000000001,34812.65850000001,35313.93850000001,35700.02600000001,36795.71100000001,37372.02100000001,37461.285500000005,37939.240000000005,38106.444,38640.974,39195.624,39232.71445000001,39598.44195000001,39789.78345000001,40364.85345000001,41337.15845000001,41586.81345000001,42206.21345000001,42688.03845000001,42948.594450000004,43748.104450000006,43931.45495000001,44028.80195000001
0,585.8815,668.1105,913.553,1064.6415,1543.6785,1891.313,2455.9880000000003,3319.8680000000004,5827.523000000001,6357.593000000001,7419.3730000000005,8121.308000000001,8821.858,9414.188,9974.703,10258.440999999999,10843.125999999998,11513.905999999999,13322.330999999998,14654.746,14884.045999999998,15082.327,16105.636999999999,16799.962,17431.002,17570.056,17734.996,18278.091,19032.331000000002,19447.616,19764.6755,19967.249,20648.949,20902.36,21277.7645,21487.3835,22740.7085,23317.143500000002,24691.738500000003,26348.278500000004,26700.657000000003,26952.993500000004,27927.678500000005,28488.838500000005,29521.163500000006,30346.368500000004,31098.193500000005,31124.281050000005,31567.326050000003,31906.863050000004,32987.39805,33206.94655,33599.01805,33990.10555,34249.13505,35108.42505,35892.220049999996,36154.776549999995,36453.81155,37526.246549999996,38644.10655,39309.511549999996,39954.57154999999,40655.31154999999,41249.096549999995,41722.558549999994,42311.02354999999,43045.67354999999,43402.97454999999,44995.54954999999,45209.40004999999,46176.03504999999,46537.74254999999,47312.28754999999,47501.73554999998,48365.75554999998,48838.45254999998,48935.79954999998
0,762.177,891.692,1250.5375,1264.7386,1669.1851,2010.9521,2799.7821,3287.1281,5794.783100000001,6108.016600000001,7418.051600000001,8093.966600000001,8939.8416,9497.7916,9995.0386,10268.865099999999,10744.845599999999,11439.495599999998,13338.610599999998,14652.685599999999,16027.8606,16176.4871,16285.7091,16650.2701,16886.691600000002,17579.9016,17772.007100000003,18090.998100000004,18182.778100000003,18510.766100000004,18889.842100000005,19043.466100000005,20250.391100000004,20413.579100000003,20661.335100000004,21640.190100000003,23276.445100000004,23635.303600000003,23915.846100000002,24540.486100000002,24832.062100000003,25633.907100000004,26140.252100000005,26547.898100000006,27160.928100000005,27359.215100000005,27932.840100000005,29206.835100000004,29703.434600000004,29899.689100000003,30662.334100000004,30743.740100000003,31380.455100000003,31455.655600000002,31699.920100000003,31927.424600000002,32710.4396,34094.3096,34710.0446,35204.820100000004,35500.82260000001,36921.837600000006,37502.3026,37544.17715,37991.262650000004,38602.10265,39030.53665,40194.57665,40261.44515,40356.13515,40917.54015,41214.35315,41585.533650000005,42690.743650000004,43003.17665,44541.90165,45178.84665,45815.93165
0,699.2684999999999,836.1569999999999,1180.4499999999998,1203.1706499999998,1570.2341499999998,2005.4911499999998,3086.0161499999995,3746.7361499999997,6254.3911499999995,6446.625649999999,7838.655649999999,8364.825649999999,9157.42565,9743.585649999999,10043.602649999999,10212.39065,10708.90165,11430.91665,13294.886649999999,14554.576649999999,14628.459649999999,14704.616649999998,15658.256649999998,16131.500149999998,17109.26515,17506.85515,17736.438149999998,17943.999649999998,18869.59465,19362.21415,19583.34715,19893.50915,20642.39915,20808.60765,20998.546150000002,21150.126150000004,22209.531150000003,22692.130650000003,23275.325650000002,23559.193150000003,23863.469150000004,24268.852650000004,24648.975150000006,24762.126650000006,25575.066650000004,25677.342650000006,26198.957650000008,26361.780150000006,26664.357150000007,26913.335150000006,27900.905150000006,27915.777300000005,29109.382300000005,29425.074300000004,29670.484300000004,29826.841300000004,30098.068800000005,30244.577300000004,30905.432300000004,31057.391300000003,31836.821300000003,33052.3963,33292.0743,33651.3218,33845.1458,35959.0008,36300.391800000005,36936.02680000001,37000.429800000005,37095.11980000001,37254.583300000006,37316.2568,38112.656800000004,39024.47180000001,39373.63280000001,40038.927800000005,41227.81280000001,41499.999800000005
0,722.8,879.9164999999999,1224.2095,1268.94625,1593.0527499999998,2131.80775,3223.7977499999997,3894.3827499999998,6241.54775,6318.21675,7567.56175,8045.43775,8843.70275,9583.07775,9896.70925,10063.08075,10559.59175,11545.44675,13227.441749999998,14725.671749999998,14960.524749999997,15661.504749999996,17260.209749999995,17790.949749999996,20141.429749999996,20209.736749999996,20297.192249999996,20479.548249999996,20800.924749999995,20837.628599999996,21092.498599999995,21319.783099999997,22269.848099999996,22658.250099999997,22906.994599999998,23100.0471,23683.4721,24007.000099999997,24255.7001,24317.6106,24535.8996,24854.6321,25155.6361,25312.4846,26424.9646,27623.9646,27790.1656,28513.3456,28914.8386,29024.4211,29959.4111,30141.1166,30367.8851,30992.8201,31219.3646,31335.8696,31547.420100000003,32711.795100000003,33254.275100000006,33655.74360000001,35330.278600000005,37840.46860000001,38629.013600000006,39392.82860000001,40156.77360000001,41693.71860000001,41943.86260000001,42769.587600000006,42832.87210000001,42959.089100000005,43244.7496,43323.7036,44120.1036,44842.9636,46194.1736,47053.9686,47369.7651,48036.4301
0,782.211,939.3275,1283.6205,1310.33415,1509.3761499999998,1952.5621499999997,3044.5521499999995,3747.5571499999996,6094.72215,6301.71315,7176.318149999999,7654.194149999999,8610.14415,9611.44915,10068.34415,10326.337650000001,10822.848650000002,11808.703650000001,13391.473650000002,14530.978650000001,15160.238650000001,16063.66365,17378.99365,17724.42065,18241.01565,18378.64515,18649.19315,18772.12165,18837.84015,19223.19665,19647.02965,19897.96215,20206.401149999998,20325.935149999998,20854.605149999996,20955.110149999997,21487.185149999998,21920.421649999997,22198.794649999996,22341.717149999997,22820.647649999995,23215.806649999995,24034.126649999995,24161.454649999996,25068.009649999996,26897.254649999995,27022.141149999996,27347.113649999996,27731.213649999994,27823.976649999993,27961.201149999994,28355.254649999995,29140.469649999995,29938.869649999997,30111.138649999997,30471.005649999996,30526.605149999996,30610.702149999997,30787.539149999997,30908.846649999996,32404.386649999997,32662.512649999997,33459.722649999996,33998.59265,34017.77115,34127.11415,34305.59665,34536.24815,34603.33415,34698.50815,34990.27065,35539.60065,35885.287150000004,36221.22015,36351.09015,36870.94015,37189.87215,37984.62215
0,808.822,996.114,1265.2575000000002,1298.8468500000001,1565.0778500000001,2037.36235,3008.63235,3851.64735,6104.29235,6224.10985,7125.76485,7603.64085,8653.39085,9644.975849999999,10128.92335,10386.91685,10760.98635,11641.10635,13332.91135,14527.34635,15329.056349999999,15718.14685,17232.96685,18096.116850000002,18296.39135,18604.95635,20575.71635,21710.87635,22643.48135,23443.676349999998,23562.647849999998,23813.580349999997,24138.194849999996,24192.387849999996,24411.195349999995,24863.316849999996,25368.216849999997,25988.08185,26126.42585,26477.03935,27027.00935,27296.625350000002,28123.80035,28231.023350000003,29000.33835,29832.558350000003,30438.598350000004,30661.272350000003,30898.299850000003,31045.516850000004,31218.727850000003,31511.452350000003,31554.972300000005,31601.465050000006,31781.625050000006,32302.515050000005,32541.898550000005,32726.917050000004,32836.938550000006,33674.968550000005,33931.161550000004,34326.52205000001,35620.037050000006,35727.07355000001,36556.76355000001,37016.709550000014,37948.83955000001,38722.22955000001,38789.647050000014,39534.60705000001,39868.98955000001,39987.47955000001,40536.34955000001,41464.154550000014,41598.16555000001,41790.82955000001,42291.38455000001,42969.41455000001
0,882.0505,1040.164,1274.2135,1314.5352,1488.5562,2009.9562,2808.3762,3625.2512,5877.8962,5997.7137,7026.6387,7548.613700000001,8437.1787,9554.423700000001,10305.958700000001,10563.952200000002,10938.021700000001,11799.971700000002,13533.511700000003,14384.551700000004,14582.957200000004,16105.627200000004,16853.077200000003,17949.067200000005,18148.165200000007,18543.504700000005,19360.144700000004,19862.069700000004,20081.935200000004,20387.288700000005,20503.633200000004,20828.191200000005,21946.676200000005,23480.296200000004,23672.012700000003,24213.942700000003,24300.765700000004,24459.564700000003,25101.159700000004,25749.109700000005,25885.286200000006,28006.836200000005,28363.684700000005,29530.109700000005,30015.452700000005,30875.382700000006,31130.570700000004,31271.780700000003,31789.445700000004,31973.377200000003,32441.563200000004,33076.5832,33662.3182,33886.7312,34154.892700000004,34202.67715,34381.496150000006,34735.14065000001,35227.93465000001,35508.52065000001,35999.572150000015,36544.652150000016,37329.697150000015,38256.87215000002,39066.652150000016,39887.10215000001,40616.34215000001,41295.532150000014,41335.49625000001,41958.20125000001,42343.26775000001,42707.83175000001,42969.33725000001,43674.80725000001,45484.14225000001,46432.84725000001,46664.85425000001,47567.12425000001
