"nuclide","elevation","id","density","default sea level pressure","longitude","thickness","latitude","shielding factor","cosmogenic inventory uncertainty","published age uncertainty","published age","default lapse rate","default sea level temperature","cosmogenic inventory"
14C,1157.0,CR04-9,2.7,1029.0,289.3,1e-05,69.5645,1.0,9070.0,1300.0,10300.0,6.9,-4.9372,270770.0
